net,length_um
_07373_,4.94µm
_07471_,4.94µm
_07719_,4.94µm
_08206_,4.94µm
_08825_,4.94µm
_09187_,4.94µm
_09247_,4.94µm
_09456_,4.94µm
_09502_,4.94µm
_09575_,4.94µm
_10291_,4.94µm
_10723_,4.94µm
_10849_,4.94µm
_11314_,4.94µm
_11341_,4.94µm
_11581_,4.94µm
_11801_,4.94µm
_11918_,4.94µm
_12567_,4.94µm
_14568_,4.94µm
_08041_,4.93µm
_00446_,4.92µm
_00945_,4.92µm
_01309_,4.92µm
_01742_,4.92µm
_02194_,4.92µm
_02476_,4.92µm
_02769_,4.92µm
_02922_,4.92µm
_04415_,4.92µm
_04849_,4.92µm
_05246_,4.92µm
_05674_,4.92µm
_05706_,4.92µm
_05721_,4.92µm
_06090_,4.92µm
_06527_,4.92µm
_06893_,4.92µm
_07479_,4.92µm
_07686_,4.92µm
_07893_,4.92µm
_08131_,4.92µm
_08182_,4.92µm
_09340_,4.92µm
_09655_,4.92µm
_09904_,4.92µm
_10152_,4.92µm
_12491_,4.92µm
_12979_,4.92µm
_13342_,4.92µm
_13604_,4.92µm
_13661_,4.92µm
_13700_,4.92µm
_13895_,4.92µm
_14039_,4.92µm
_14063_,4.92µm
mantisaA0\[8\],4.92µm
net107,4.92µm
net976,4.92µm
_11088_,4.915µm
_10773_,4.91µm
_00009_,4.905µm
_00010_,4.905µm
_00023_,4.905µm
_01342_,4.905µm
net1136,4.905µm
_00542_,4.9µm
_00848_,4.9µm
_01931_,4.9µm
_02216_,4.9µm
_02417_,4.9µm
_04022_,4.9µm
_04338_,4.9µm
_05555_,4.9µm
_05874_,4.9µm
_06039_,4.9µm
_07065_,4.9µm
_07676_,4.9µm
_12691_,4.9µm
_12877_,4.9µm
_13351_,4.9µm
mantisaresult\[20\],4.9µm
_07447_,4.895µm
_13526_,4.895µm
net1197,4.885µm
_00462_,4.88µm
_00473_,4.88µm
_00485_,4.88µm
_00497_,4.88µm
_01011_,4.88µm
_01278_,4.88µm
_01934_,4.88µm
_01946_,4.88µm
_02062_,4.88µm
_02384_,4.88µm
_02622_,4.88µm
_03857_,4.88µm
_03956_,4.88µm
_04090_,4.88µm
_04422_,4.88µm
_04616_,4.88µm
_04622_,4.88µm
_04877_,4.88µm
_05023_,4.88µm
_05034_,4.88µm
_05074_,4.88µm
_05320_,4.88µm
_05654_,4.88µm
_05657_,4.88µm
_05810_,4.88µm
_06057_,4.88µm
_06150_,4.88µm
_06588_,4.88µm
_06701_,4.88µm
_06824_,4.88µm
_07146_,4.88µm
_07276_,4.88µm
_07360_,4.88µm
_07559_,4.88µm
_07582_,4.88µm
_08833_,4.88µm
_09374_,4.88µm
_09519_,4.88µm
_09816_,4.88µm
_09966_,4.88µm
_10123_,4.88µm
_10339_,4.88µm
_10550_,4.88µm
_10602_,4.88µm
_10609_,4.88µm
_10759_,4.88µm
_11463_,4.88µm
_12773_,4.88µm
_13146_,4.88µm
_13437_,4.88µm
_14328_,4.88µm
_14608_,4.88µm
net1126,4.88µm
_07814_,4.86µm
mantisa[20],4.85µm
mantisa[22],4.85µm
_00152_,4.845µm
_00153_,4.845µm
_00160_,4.845µm
_00226_,4.845µm
_00250_,4.845µm
_00035_,4.84µm
_02107_,4.825µm
_06427_,4.825µm
_00805_,4.82µm
_01492_,4.82µm
_02638_,4.82µm
_03341_,4.82µm
_04594_,4.82µm
_04803_,4.82µm
_04863_,4.82µm
_05461_,4.82µm
_07231_,4.82µm
_09831_,4.82µm
_10343_,4.82µm
_10840_,4.82µm
_11319_,4.82µm
_11345_,4.82µm
_11538_,4.82µm
_11807_,4.82µm
_12249_,4.82µm
_12758_,4.82µm
_14565_,4.82µm
_14653_,4.82µm
net261,4.82µm
net1190,4.805µm
_00457_,4.8µm
_00978_,4.8µm
_01215_,4.8µm
_01388_,4.8µm
_02175_,4.8µm
_02231_,4.8µm
_02248_,4.8µm
_02268_,4.8µm
_02833_,4.8µm
_02957_,4.8µm
_03104_,4.8µm
_03143_,4.8µm
_03223_,4.8µm
_03293_,4.8µm
_03595_,4.8µm
_03918_,4.8µm
_04053_,4.8µm
_04113_,4.8µm
_04180_,4.8µm
_04384_,4.8µm
_05251_,4.8µm
_05394_,4.8µm
_05680_,4.8µm
_05748_,4.8µm
_05799_,4.8µm
_05970_,4.8µm
_06170_,4.8µm
_06344_,4.8µm
_06349_,4.8µm
_06785_,4.8µm
_07210_,4.8µm
_07243_,4.8µm
_07478_,4.8µm
_07626_,4.8µm
_07883_,4.8µm
_08422_,4.8µm
_08569_,4.8µm
_08832_,4.8µm
_09018_,4.8µm
_09391_,4.8µm
_09675_,4.8µm
_09791_,4.8µm
_09841_,4.8µm
_10263_,4.8µm
_10362_,4.8µm
_10858_,4.8µm
_10992_,4.8µm
_11183_,4.8µm
_11276_,4.8µm
_11340_,4.8µm
_11359_,4.8µm
_11625_,4.8µm
_11815_,4.8µm
_13135_,4.8µm
_13265_,4.8µm
_13278_,4.8µm
_13327_,4.8µm
_13411_,4.8µm
_13725_,4.8µm
_13993_,4.8µm
_14042_,4.8µm
net974,4.8µm
_08338_,4.79µm
_06545_,4.78µm
_06921_,4.78µm
_07196_,4.78µm
_07383_,4.78µm
_08868_,4.78µm
_11707_,4.78µm
_12272_,4.78µm
_13489_,4.78µm
_00151_,4.775µm
_00290_,4.76µm
_00400_,4.76µm
_01840_,4.76µm
_02559_,4.76µm
_03038_,4.76µm
_03639_,4.76µm
_04351_,4.76µm
_04780_,4.76µm
_05223_,4.76µm
_05399_,4.76µm
_05656_,4.76µm
_06358_,4.76µm
_06562_,4.76µm
_06702_,4.76µm
_06798_,4.76µm
_08658_,4.76µm
_09468_,4.76µm
_09749_,4.76µm
_09862_,4.76µm
_10013_,4.76µm
_10103_,4.76µm
_10390_,4.76µm
_11282_,4.76µm
_12038_,4.76µm
_13774_,4.76µm
_14403_,4.76µm
net85,4.76µm
net938,4.76µm
net121,4.76µm
net1151,4.76µm
net1233,4.76µm
_00632_,4.74µm
mantisa[18],4.73µm
mantisa[7],4.73µm
_00114_,4.725µm
_00129_,4.7µm
_02969_,4.7µm
_04571_,4.7µm
_04916_,4.7µm
_06949_,4.7µm
_08737_,4.7µm
_09887_,4.7µm
_10098_,4.7µm
_12557_,4.7µm
_13965_,4.7µm
_14261_,4.7µm
net1168,4.7µm
net1213,4.7µm
_00710_,4.68µm
_00759_,4.68µm
_00872_,4.68µm
_02146_,4.68µm
_02801_,4.68µm
_02883_,4.68µm
_04202_,4.68µm
_04996_,4.68µm
_05130_,4.68µm
_06647_,4.68µm
_07091_,4.68µm
_08397_,4.68µm
_09312_,4.68µm
_09820_,4.68µm
_10340_,4.68µm
_10835_,4.68µm
_10908_,4.68µm
_11124_,4.68µm
_12416_,4.68µm
_13211_,4.68µm
_14345_,4.68µm
_01004_,4.66µm
_02943_,4.66µm
_03691_,4.66µm
_04349_,4.66µm
_05167_,4.66µm
_06400_,4.66µm
_08641_,4.66µm
_11838_,4.66µm
_14617_,4.655µm
_08699_,4.635µm
_00156_,4.625µm
expa[0],4.61µm
expb[3],4.61µm
_00920_,4.6µm
_01009_,4.6µm
_02182_,4.6µm
_02878_,4.6µm
_03617_,4.6µm
_04206_,4.6µm
_05425_,4.6µm
_05712_,4.6µm
_07132_,4.6µm
_07821_,4.6µm
_07861_,4.6µm
_07989_,4.6µm
_08827_,4.6µm
_10751_,4.6µm
_10977_,4.6µm
_11381_,4.6µm
_11461_,4.6µm
_13239_,4.6µm
_13282_,4.6µm
_13630_,4.6µm
_14417_,4.6µm
net1250,4.6µm
_00139_,4.585µm
_00211_,4.585µm
_01257_,4.58µm
_03159_,4.58µm
_08247_,4.58µm
_08502_,4.58µm
_08554_,4.58µm
_10543_,4.58µm
_11041_,4.58µm
_11701_,4.58µm
_11961_,4.58µm
_12396_,4.58µm
_11712_,4.57µm
_00895_,4.56µm
_01565_,4.56µm
_01612_,4.56µm
_03015_,4.56µm
_03555_,4.56µm
_03840_,4.56µm
_05052_,4.56µm
_05189_,4.56µm
_06002_,4.56µm
_06190_,4.56µm
_06442_,4.56µm
_06654_,4.56µm
_07378_,4.56µm
_08089_,4.56µm
_08816_,4.56µm
_10172_,4.56µm
_10517_,4.56µm
_10820_,4.56µm
_11137_,4.56µm
_12575_,4.56µm
_13158_,4.56µm
_14222_,4.56µm
_00272_,4.54µm
_06959_,4.54µm
_07312_,4.54µm
_07542_,4.54µm
_10200_,4.52µm
net1133,4.505µm
_06025_,4.49µm
_00301_,4.48µm
_00827_,4.48µm
_01836_,4.48µm
_02207_,4.48µm
_02439_,4.48µm
_02578_,4.48µm
_03161_,4.48µm
_03885_,4.48µm
_04140_,4.48µm
_05078_,4.48µm
_05269_,4.48µm
_05803_,4.48µm
_05992_,4.48µm
_06256_,4.48µm
_06305_,4.48µm
_06448_,4.48µm
_06537_,4.48µm
_07050_,4.48µm
_07247_,4.48µm
_07747_,4.48µm
_08071_,4.48µm
_08130_,4.48µm
_08152_,4.48µm
_08884_,4.48µm
_09093_,4.48µm
_09162_,4.48µm
_09581_,4.48µm
_10160_,4.48µm
_10638_,4.48µm
_10796_,4.48µm
_11649_,4.48µm
_11704_,4.48µm
_12151_,4.48µm
_12175_,4.48µm
_12507_,4.48µm
_13079_,4.48µm
_13173_,4.48µm
_14110_,4.48µm
_14114_,4.48µm
_14550_,4.48µm
_13612_,4.475µm
_02486_,4.465µm
_00082_,4.46µm
_00084_,4.46µm
_00583_,4.46µm
_00917_,4.46µm
_00974_,4.46µm
_01042_,4.46µm
_01891_,4.46µm
_02243_,4.46µm
_02398_,4.46µm
_02884_,4.46µm
_02946_,4.46µm
_02966_,4.46µm
_03067_,4.46µm
_03568_,4.46µm
_04354_,4.46µm
_04503_,4.46µm
_04587_,4.46µm
_04659_,4.46µm
_04794_,4.46µm
_05367_,4.46µm
_05374_,4.46µm
_05685_,4.46µm
_05749_,4.46µm
_05985_,4.46µm
_06281_,4.46µm
_06394_,4.46µm
_06727_,4.46µm
_07183_,4.46µm
_07497_,4.46µm
_07619_,4.46µm
_07952_,4.46µm
_08147_,4.46µm
_08167_,4.46µm
_08645_,4.46µm
_09177_,4.46µm
_09705_,4.46µm
_09707_,4.46µm
_09987_,4.46µm
_11161_,4.46µm
_11325_,4.46µm
_11449_,4.46µm
_11510_,4.46µm
_12542_,4.46µm
_12548_,4.46µm
_13859_,4.46µm
_13865_,4.46µm
_13928_,4.46µm
_14155_,4.46µm
_14203_,4.46µm
_14506_,4.46µm
_14694_,4.46µm
expmiddlea\[1\],4.46µm
_00643_,4.44µm
_02393_,4.44µm
_02675_,4.44µm
_05237_,4.44µm
_06911_,4.44µm
_08309_,4.44µm
_08983_,4.44µm
_12506_,4.44µm
net48,4.44µm
net240,4.44µm
_00085_,4.42µm
_00524_,4.42µm
_01023_,4.42µm
_01056_,4.42µm
_01097_,4.42µm
_01135_,4.42µm
_01806_,4.42µm
_02237_,4.42µm
_02673_,4.42µm
_02928_,4.42µm
_02992_,4.42µm
_02995_,4.42µm
_03566_,4.42µm
_03732_,4.42µm
_04454_,4.42µm
_04461_,4.42µm
_04517_,4.42µm
_05400_,4.42µm
_05496_,4.42µm
_05592_,4.42µm
_05689_,4.42µm
_06131_,4.42µm
_06321_,4.42µm
_07034_,4.42µm
_07105_,4.42µm
_07857_,4.42µm
_08395_,4.42µm
_08719_,4.42µm
_09545_,4.42µm
_10109_,4.42µm
_10224_,4.42µm
_10802_,4.42µm
_11122_,4.42µm
_11151_,4.42µm
_11292_,4.42µm
_11304_,4.42µm
_11535_,4.42µm
_11550_,4.42µm
_11627_,4.42µm
_11829_,4.42µm
_11895_,4.42µm
_12485_,4.42µm
_12588_,4.42µm
_12913_,4.42µm
_13536_,4.42µm
_13899_,4.42µm
_14588_,4.42µm
net210,4.42µm
net1046,4.42µm
exp[1],4.39µm
mantisa[11],4.39µm
_00021_,4.385µm
_00174_,4.385µm
_03231_,4.36µm
_03914_,4.36µm
_06078_,4.36µm
_06354_,4.36µm
_06454_,4.36µm
_07770_,4.36µm
_10709_,4.36µm
_11028_,4.36µm
_12194_,4.36µm
_12259_,4.36µm
_13378_,4.36µm
_14007_,4.36µm
_14294_,4.36µm
_05217_,4.355µm
_00305_,4.34µm
_00326_,4.34µm
_00380_,4.34µm
_00495_,4.34µm
_00686_,4.34µm
_00691_,4.34µm
_00739_,4.34µm
_00902_,4.34µm
_01661_,4.34µm
_01767_,4.34µm
_02070_,4.34µm
_02191_,4.34µm
_02487_,4.34µm
_03187_,4.34µm
_03310_,4.34µm
_03389_,4.34µm
_03812_,4.34µm
_03859_,4.34µm
_03878_,4.34µm
_04353_,4.34µm
_04723_,4.34µm
_05589_,4.34µm
_06055_,4.34µm
_06141_,4.34µm
_06205_,4.34µm
_06362_,4.34µm
_06750_,4.34µm
_06851_,4.34µm
_07126_,4.34µm
_07133_,4.34µm
_07429_,4.34µm
_07548_,4.34µm
_07563_,4.34µm
_07786_,4.34µm
_08011_,4.34µm
_08194_,4.34µm
_08610_,4.34µm
_08788_,4.34µm
_08914_,4.34µm
_08931_,4.34µm
_09264_,4.34µm
_09348_,4.34µm
_09404_,4.34µm
_09475_,4.34µm
_09492_,4.34µm
_09691_,4.34µm
_09728_,4.34µm
_09837_,4.34µm
_09992_,4.34µm
_10171_,4.34µm
_10289_,4.34µm
_10318_,4.34µm
_10338_,4.34µm
_10355_,4.34µm
_10513_,4.34µm
_10582_,4.34µm
_10637_,4.34µm
_10738_,4.34µm
_11377_,4.34µm
_11474_,4.34µm
_11588_,4.34µm
_11650_,4.34µm
_12422_,4.34µm
_12614_,4.34µm
_12936_,4.34µm
_13427_,4.34µm
_13741_,4.34µm
_14450_,4.34µm
_14510_,4.34µm
_06045_,4.32µm
_07799_,4.32µm
_10400_,4.32µm
_10512_,4.32µm
_12162_,4.32µm
_13673_,4.32µm
_03649_,4.28µm
_05728_,4.28µm
_00101_,4.24µm
_00241_,4.24µm
_02091_,4.24µm
_02698_,4.24µm
_04539_,4.24µm
_05361_,4.24µm
_05600_,4.24µm
_05812_,4.24µm
_05859_,4.24µm
_06600_,4.24µm
_07543_,4.24µm
_08430_,4.24µm
_09647_,4.24µm
_10790_,4.24µm
_12312_,4.24µm
_13100_,4.24µm
_13261_,4.24µm
net1059,4.24µm
net1202,4.24µm
net1211,4.24µm
net1226,4.24µm
_08598_,4.23µm
_00624_,4.225µm
_00553_,4.22µm
_01115_,4.22µm
_01556_,4.22µm
_01857_,4.22µm
_02125_,4.22µm
_02311_,4.22µm
_03118_,4.22µm
_03264_,4.22µm
_03576_,4.22µm
_03924_,4.22µm
_04479_,4.22µm
_05288_,4.22µm
_05634_,4.22µm
_06420_,4.22µm
_07062_,4.22µm
_07753_,4.22µm
_08233_,4.22µm
_10479_,4.22µm
_10634_,4.22µm
_10746_,4.22µm
_10838_,4.22µm
_10851_,4.22µm
_11661_,4.22µm
_12362_,4.22µm
_13045_,4.22µm
_13353_,4.22µm
_14158_,4.22µm
_11641_,4.205µm
_06304_,4.2µm
_06497_,4.2µm
_07342_,4.2µm
_07413_,4.2µm
_07980_,4.2µm
_09332_,4.2µm
_09458_,4.2µm
_11819_,4.2µm
_12170_,4.2µm
_12634_,4.2µm
_13040_,4.2µm
_14656_,4.2µm
_00008_,4.165µm
_00109_,4.165µm
_00218_,4.165µm
net1141,4.165µm
_07584_,4.15µm
_00073_,4.145µm
_00135_,4.145µm
_01962_,4.14µm
_02701_,4.14µm
_02942_,4.14µm
_03160_,4.14µm
_04946_,4.14µm
_05122_,4.14µm
_05421_,4.14µm
_06058_,4.14µm
_06075_,4.14µm
_06815_,4.14µm
_07631_,4.14µm
_08015_,4.14µm
_08277_,4.14µm
_08456_,4.14µm
_08820_,4.14µm
_08965_,4.14µm
_12417_,4.14µm
_12699_,4.14µm
_13747_,4.14µm
net1176,4.14µm
net1263,4.14µm
_08900_,4.135µm
_00014_,4.125µm
_01020_,4.12µm
_01338_,4.12µm
_01774_,4.12µm
_04253_,4.12µm
_06547_,4.12µm
_09532_,4.12µm
_10259_,4.12µm
_10749_,4.12µm
_12334_,4.12µm
_14115_,4.12µm
_14192_,4.12µm
_10006_,4.115µm
_09569_,4.105µm
_01029_,4.1µm
_02781_,4.1µm
_02805_,4.1µm
_03349_,4.1µm
_03764_,4.1µm
_04020_,4.1µm
_04369_,4.1µm
_04382_,4.1µm
_05676_,4.1µm
_06001_,4.1µm
_07285_,4.1µm
_07366_,4.1µm
_08919_,4.1µm
_09154_,4.1µm
_09345_,4.1µm
_09370_,4.1µm
_09549_,4.1µm
_10135_,4.1µm
_10627_,4.1µm
_10806_,4.1µm
_13089_,4.1µm
_13525_,4.1µm
_14056_,4.1µm
_14635_,4.1µm
_01331_,4.08µm
_04926_,4.08µm
_06980_,4.08µm
_10854_,4.08µm
_11330_,4.07µm
_00244_,4.065µm
_08620_,4.04µm
_11608_,4.03µm
_00432_,4.02µm
_00813_,4.02µm
_00964_,4.02µm
_01176_,4.02µm
_01411_,4.02µm
_01819_,4.02µm
_02565_,4.02µm
_02598_,4.02µm
_03157_,4.02µm
_04537_,4.02µm
_04636_,4.02µm
_05059_,4.02µm
_05410_,4.02µm
_05462_,4.02µm
_06234_,4.02µm
_06808_,4.02µm
_07058_,4.02µm
_07322_,4.02µm
_07812_,4.02µm
_07864_,4.02µm
_07924_,4.02µm
_08078_,4.02µm
_08511_,4.02µm
_09200_,4.02µm
_09272_,4.02µm
_10196_,4.02µm
_11069_,4.02µm
_12140_,4.02µm
_12221_,4.02µm
_12580_,4.02µm
_12637_,4.02µm
_12793_,4.02µm
_13388_,4.02µm
_13829_,4.02µm
_14388_,4.02µm
_14636_,4.02µm
mantisaB0\[16\],4.02µm
_06319_,4.005µm
_00503_,4µm
_00569_,4µm
_00940_,4µm
_01615_,4µm
_01952_,4µm
_02260_,4µm
_02368_,4µm
_02395_,4µm
_02475_,4µm
_02537_,4µm
_02790_,4µm
_03250_,4µm
_03729_,4µm
_03954_,4µm
_03958_,4µm
_04348_,4µm
_04363_,4µm
_04404_,4µm
_04498_,4µm
_04679_,4µm
_05143_,4µm
_05431_,4µm
_05515_,4µm
_05518_,4µm
_05690_,4µm
_05784_,4µm
_05956_,4µm
_06204_,4µm
_06486_,4µm
_06517_,4µm
_06552_,4µm
_06929_,4µm
_07288_,4µm
_07376_,4µm
_07499_,4µm
_07696_,4µm
_07765_,4µm
_07871_,4µm
_07910_,4µm
_07914_,4µm
_08001_,4µm
_08275_,4µm
_08319_,4µm
_08441_,4µm
_09068_,4µm
_09121_,4µm
_09227_,4µm
_09397_,4µm
_09622_,4µm
_09626_,4µm
_09661_,4µm
_09967_,4µm
_10166_,4µm
_10356_,4µm
_10416_,4µm
_10529_,4µm
_10591_,4µm
_11094_,4µm
_11105_,4µm
_11156_,4µm
_11520_,4µm
_11770_,4µm
_11845_,4µm
_11954_,4µm
_12657_,4µm
_12813_,4µm
_13501_,4µm
_13653_,4µm
_13689_,4µm
_13781_,4µm
_14538_,4µm
_14554_,4µm
_14626_,4µm
four_man\[25\],4µm
mantisaA0\[6\],4µm
mantisaB0\[0\],4µm
net119,4µm
net961,4µm
net1241,4µm
_05053_,3.99µm
_01648_,3.98µm
_02546_,3.98µm
_02551_,3.98µm
_03369_,3.98µm
_04295_,3.98µm
_05521_,3.98µm
_05730_,3.98µm
_07779_,3.98µm
_07885_,3.98µm
_08492_,3.98µm
_10620_,3.98µm
_11442_,3.98µm
_11754_,3.98µm
_12938_,3.98µm
_13177_,3.98µm
_13751_,3.98µm
_13872_,3.98µm
_09643_,3.96µm
_04079_,3.935µm
_00017_,3.925µm
_00031_,3.925µm
_00092_,3.925µm
_00098_,3.925µm
_00188_,3.925µm
_00227_,3.925µm
_07538_,3.905µm
_00165_,3.9µm
_02465_,3.9µm
_03144_,3.9µm
_03741_,3.9µm
_04866_,3.9µm
_05805_,3.9µm
_05819_,3.9µm
_06200_,3.9µm
_06830_,3.9µm
_06919_,3.9µm
_06984_,3.9µm
_07043_,3.9µm
_07067_,3.9µm
_07138_,3.9µm
_07290_,3.9µm
_08279_,3.9µm
_08573_,3.9µm
_08629_,3.9µm
_09151_,3.9µm
_09484_,3.9µm
_09716_,3.9µm
_10069_,3.9µm
_10975_,3.9µm
_11264_,3.9µm
_12165_,3.9µm
_12710_,3.9µm
_13097_,3.9µm
_13469_,3.9µm
_14410_,3.9µm
_14686_,3.9µm
inf3,3.9µm
net1236,3.9µm
_00320_,3.88µm
_00395_,3.88µm
_00559_,3.88µm
_00629_,3.88µm
_00815_,3.88µm
_00914_,3.88µm
_01125_,3.88µm
_01563_,3.88µm
_01672_,3.88µm
_02158_,3.88µm
_02263_,3.88µm
_02468_,3.88µm
_02851_,3.88µm
_02945_,3.88µm
_03075_,3.88µm
_03344_,3.88µm
_03370_,3.88µm
_03688_,3.88µm
_03832_,3.88µm
_03936_,3.88µm
_04076_,3.88µm
_04408_,3.88µm
_04642_,3.88µm
_04742_,3.88µm
_05069_,3.88µm
_05139_,3.88µm
_05166_,3.88µm
_05383_,3.88µm
_05507_,3.88µm
_05792_,3.88µm
_05988_,3.88µm
_06302_,3.88µm
_06421_,3.88µm
_06479_,3.88µm
_06685_,3.88µm
_06771_,3.88µm
_07228_,3.88µm
_07392_,3.88µm
_07521_,3.88µm
_07572_,3.88µm
_07621_,3.88µm
_07890_,3.88µm
_08326_,3.88µm
_08749_,3.88µm
_09047_,3.88µm
_09240_,3.88µm
_09257_,3.88µm
_09294_,3.88µm
_09664_,3.88µm
_09699_,3.88µm
_09739_,3.88µm
_10086_,3.88µm
_10281_,3.88µm
_10326_,3.88µm
_10459_,3.88µm
_10869_,3.88µm
_11040_,3.88µm
_11254_,3.88µm
_11902_,3.88µm
_12135_,3.88µm
_12263_,3.88µm
_12291_,3.88µm
_12514_,3.88µm
_12518_,3.88µm
_12607_,3.88µm
_12901_,3.88µm
_12907_,3.88µm
_13023_,3.88µm
_13069_,3.88µm
_13202_,3.88µm
_13218_,3.88µm
_13594_,3.88µm
_13598_,3.88µm
_13631_,3.88µm
_13654_,3.88µm
_13795_,3.88µm
_14433_,3.88µm
_14469_,3.88µm
_14476_,3.88µm
_14552_,3.88µm
_14606_,3.88µm
net1160,3.88µm
_03253_,3.86µm
_04051_,3.86µm
_07039_,3.86µm
_11666_,3.86µm
_13882_,3.86µm
_14202_,3.86µm
_14474_,3.86µm
_09244_,3.845µm
_02990_,3.82µm
_00070_,3.805µm
_08794_,3.79µm
_00213_,3.785µm
_00075_,3.78µm
_00158_,3.78µm
_00181_,3.78µm
_00193_,3.78µm
_03971_,3.78µm
_04350_,3.78µm
_06116_,3.78µm
_06297_,3.78µm
_06890_,3.78µm
_07178_,3.78µm
_07700_,3.78µm
_08322_,3.78µm
_08521_,3.78µm
_09128_,3.78µm
_10703_,3.78µm
_10706_,3.78µm
_10922_,3.78µm
_11373_,3.78µm
_11924_,3.78µm
_12223_,3.78µm
_12672_,3.78µm
_14501_,3.78µm
_14518_,3.78µm
net1207,3.78µm
_00669_,3.76µm
_01051_,3.76µm
_02163_,3.76µm
_02348_,3.76µm
_03125_,3.76µm
_03628_,3.76µm
_04689_,3.76µm
_05256_,3.76µm
_05359_,3.76µm
_05788_,3.76µm
_06063_,3.76µm
_06178_,3.76µm
_06231_,3.76µm
_06444_,3.76µm
_06460_,3.76µm
_06915_,3.76µm
_07070_,3.76µm
_07900_,3.76µm
_08549_,3.76µm
_08681_,3.76µm
_08839_,3.76µm
_08958_,3.76µm
_09801_,3.76µm
_10215_,3.76µm
_10953_,3.76µm
_11302_,3.76µm
_12761_,3.76µm
_14164_,3.76µm
_14632_,3.76µm
net1051,3.76µm
_04598_,3.74µm
_08259_,3.74µm
_14172_,3.74µm
_14448_,3.74µm
_14452_,3.74µm
_00104_,3.705µm
_00120_,3.705µm
_00214_,3.705µm
_00234_,3.705µm
net1131,3.705µm
_11885_,3.685µm
_00329_,3.68µm
_01229_,3.68µm
_01751_,3.68µm
_02009_,3.68µm
_02820_,3.68µm
_03166_,3.68µm
_03176_,3.68µm
_04199_,3.68µm
_05540_,3.68µm
_06359_,3.68µm
_06438_,3.68µm
_07160_,3.68µm
_07309_,3.68µm
_07839_,3.68µm
_08093_,3.68µm
_08143_,3.68µm
_09117_,3.68µm
_09176_,3.68µm
_09258_,3.68µm
_09756_,3.68µm
_10137_,3.68µm
_11454_,3.68µm
_11933_,3.68µm
_11981_,3.68µm
_12807_,3.68µm
_13016_,3.68µm
_13706_,3.68µm
_14008_,3.68µm
_14198_,3.68µm
net1147,3.68µm
_00375_,3.66µm
_01377_,3.66µm
_02847_,3.66µm
_03493_,3.66µm
_04989_,3.66µm
_06679_,3.66µm
_09498_,3.66µm
_11386_,3.66µm
_11804_,3.66µm
_12496_,3.66µm
net1042,3.66µm
_00973_,3.64µm
_01764_,3.64µm
_03455_,3.64µm
_05364_,3.64µm
_06447_,3.64µm
_07634_,3.64µm
_10225_,3.64µm
_10271_,3.64µm
_10381_,3.64µm
_13190_,3.64µm
_13621_,3.64µm
net986,3.64µm
net1174,3.64µm
_00172_,3.635µm
_00102_,3.585µm
_08599_,3.58µm
_03746_,3.565µm
_05761_,3.565µm
_09600_,3.565µm
_00162_,3.56µm
_00169_,3.56µm
_00240_,3.56µm
_00275_,3.56µm
_00464_,3.56µm
_01209_,3.56µm
_02214_,3.56µm
_02623_,3.56µm
_03986_,3.56µm
_04156_,3.56µm
_04489_,3.56µm
_04680_,3.56µm
_04684_,3.56µm
_04931_,3.56µm
_05068_,3.56µm
_05081_,3.56µm
_05250_,3.56µm
_05494_,3.56µm
_05499_,3.56µm
_06056_,3.56µm
_06475_,3.56µm
_06962_,3.56µm
_07283_,3.56µm
_07363_,3.56µm
_08185_,3.56µm
_08987_,3.56µm
_10559_,3.56µm
_10565_,3.56µm
_10659_,3.56µm
_11038_,3.56µm
_11713_,3.56µm
_12032_,3.56µm
_12244_,3.56µm
_12550_,3.56µm
_12816_,3.56µm
_13110_,3.56µm
_13268_,3.56µm
_13322_,3.56µm
_13839_,3.56µm
_14093_,3.56µm
_14189_,3.56µm
expmiddlea\[7\],3.56µm
four_man\[18\],3.56µm
four_man\[33\],3.56µm
four_man\[36\],3.56µm
mantisaB0\[15\],3.56µm
signA0,3.56µm
net1091,3.56µm
_10880_,3.55µm
_01889_,3.545µm
_00159_,3.54µm
_00411_,3.54µm
_00698_,3.54µm
_01332_,3.54µm
_01336_,3.54µm
_02039_,3.54µm
_02071_,3.54µm
_02277_,3.54µm
_02317_,3.54µm
_02617_,3.54µm
_02959_,3.54µm
_02978_,3.54µm
_03018_,3.54µm
_03058_,3.54µm
_03333_,3.54µm
_03382_,3.54µm
_03418_,3.54µm
_04107_,3.54µm
_04796_,3.54µm
_05063_,3.54µm
_05291_,3.54µm
_05482_,3.54µm
_05659_,3.54µm
_05754_,3.54µm
_05776_,3.54µm
_05871_,3.54µm
_06104_,3.54µm
_06161_,3.54µm
_06187_,3.54µm
_06384_,3.54µm
_06525_,3.54µm
_06660_,3.54µm
_06668_,3.54µm
_06831_,3.54µm
_07212_,3.54µm
_07454_,3.54µm
_07573_,3.54µm
_07713_,3.54µm
_07804_,3.54µm
_07807_,3.54µm
_08060_,3.54µm
_08107_,3.54µm
_08120_,3.54µm
_08253_,3.54µm
_08722_,3.54µm
_09023_,3.54µm
_09274_,3.54µm
_09455_,3.54µm
_10197_,3.54µm
_10546_,3.54µm
_10595_,3.54µm
_10624_,3.54µm
_10697_,3.54µm
_11034_,3.54µm
_11166_,3.54µm
_11537_,3.54µm
_11860_,3.54µm
_11879_,3.54µm
_12106_,3.54µm
_12394_,3.54µm
_12502_,3.54µm
_12540_,3.54µm
_12643_,3.54µm
_12717_,3.54µm
_12755_,3.54µm
